51306516357,dac,192,78
51306521221,geg,13,36
51306524989,edd,59,52
51306536286,cfb,293,173
51306544621,aaa,20,18
51306558297,ggb,174,228
51306589340,dde,57,297
51306594523,edd,8,53
51306609979,ddg,114,296
51306623965,dac,153,83
51306647327,cdb,263,236
51306656093,bfc,289,58
51306662678,agc,277,31
51306682171,dga,250,5
51306698952,bfa,255,77
51306712606,dec,212,259
51306753241,aba,90,174
51306762608,dag,132,86
51306765805,caf,113,161
51306776825,fgg,124,129
51306779192,dbb,140,147
51306784708,cde,260,287
51306792315,eag,29,129
51306804591,bda,229,218
51306828605,fca,70,98
51306851937,dfg,179,75
51306866758,daa,15,247
51306883027,fbe,40,118
51306926587,aff,34,54
51306939602,gdf,21,209
51306967659,bdd,214,293
51306987700,cea,267,203
51306997872,aeb,232,74
51307000327,ecg,267,284
51307017338,fgf,40,66
51307035263,dac,110,73
51307067789,gbb,52,124
51307082821,dcf,173,74
51307087137,aeb,220,61
51307094743,dgg,285,168
51307107091,fed,80,62
51307128954,eca,194,82
51307129418,gef,146,255
51307135810,ffe,20,51
51307137022,ddc,268,115
51307142884,ace,155,184
51307151515,bba,211,175
51307155633,bce,134,218
51307176311,edg,204,249
51307183668,faf,273,11
51307188236,bdf,208,298
51307197630,aae,207,275
51307214994,acg,235,170
51307219666,bdg,39,203
51307226833,aba,183,140
51307230549,gdg,56,67
51307260595,fgd,129,130
51307261944,fea,128,94
51307284971,gcc,135,27
51307298993,dgd,133,268
51307299593,ege,31,9
51307330195,agf,211,224
51307330513,gfb,29,177
51307331637,dgb,8,44
51307350545,cde,226,338
51307391023,efd,40,79
51307398480,edg,50,199
51307404723,fgb,276,54
51307445767,fee,291,157
51307464553,bde,107,174
51307470366,bfe,137,41
51307491601,afe,242,18
51307522054,bec,75,148
51307554780,ccd,126,79
51307566576,ebd,206,105
51307575678,cad,30,71
51307594951,aea,216,272
51307599916,gbe,226,141
51307616890,bca,116,210
51307645263,efe,148,262
51307646895,beg,278,186
51307650748,afg,134,108
51307661568,acd,37,84
51307696014,dda,272,216
51307713374,dfd,163,118
51307751554,gfc,266,88
51307755528,fbf,150,232
51307768250,ebc,89,5
51307785648,gae,89,209
51307819869,fcb,7,39
51307841890,abb,20,53
51307855948,agb,168,88
51307873633,aee,276,243
51307876824,edb,190,274
51307886031,dgg,291,194
51307909305,aac,52,255
51307914252,ffc,242,241
51307922503,age,265,39
51307938300,dcc,235,143
51307949086,dfd,214,103
51307953773,dfe,102,94
51307960062,afg,29,97
51307965135,bgg,91,30
51307970275,cdc,233,137
51307979707,ecb,137,259
51307983315,gbd,277,179
51307988903,dfb,241,179
51307989858,def,131,62
51307990323,aga,5,210
51308004456,bgd,198,341
51308028424,bcd,45,215
51308061895,cda,132,118
51308066386,daf,140,127
51308091185,aed,172,287
51308107883,fdb,186,209
51308110699,ada,216,8
51308123261,bdd,137,263
51308133791,eeb,20,199
51308144777,fcd,202,192
51308153253,bac,49,47
51308157003,bgb,160,13
51308163584,eec,192,299
51308186356,cgb,229,26
51308186392,cac,269,185
51308191295,bdd,290,223
51308197330,caa,185,77
51308214480,gee,132,227
51308216120,ecb,203,233
51308219096,eee,198,260
51308223268,eef,284,8
51308224276,eab,181,123
51308232326,cdf,242,167
51308236862,fca,220,114
51308240489,eeg,189,244
51308248750,cfc,272,245
51308260720,fdg,292,221
51308269647,aag,225,291
51308275460,gda,146,32
51308286814,bbd,110,180
51308293477,bdd,21,251
51308341814,abd,283,252
51308371216,aba,259,145
51308376648,aeb,66,56
51308426782,ebf,137,55
51308426969,gdb,110,179
51308468632,eda,247,182
51308473496,gdg,233,65
51308496463,deg,18,215
51308498568,gag,147,164
51308526197,gbb,203,126
51308550059,gcg,201,186
51308583963,bcg,263,80
51308594808,deb,188,160
51308603347,ddd,198,192
51308630451,aad,108,188
51308633114,dab,77,18
51308639097,gdf,75,177
51308651637,eda,102,196
51308659602,dge,224,113
51308681983,cee,263,49
51308709499,adg,180,256
51308709679,cge,41,163
51308754772,ffg,134,203
51308777640,fed,145,66
51308802171,gfg,99,121
51308814678,ged,272,58
51308823295,baa,107,96
51308872910,bcc,277,45
51308887049,acd,125,68
51308915071,gef,273,275
51308915309,beg,108,197
51308926032,gab,245,13
51308955404,gad,73,71
51308956009,feg,90,84
51308991852,fde,142,281
51309012834,bcf,190,287
51309052314,ecc,90,239
51309054727,gac,238,287
51309089476,bed,5,176
51309108076,fgc,2,121
51309120226,aec,109,191
51309129269,eba,172,49
51309137703,dbe,298,282
51309139637,fad,24,122
51309154331,aef,12,135
51309156136,dbd,89,290
51309159788,cab,181,106
51309171028,eff,275,67
51309171636,gfa,187,226
51309180274,afd,212,255
51309181572,egb,100,169
51309190657,fgc,244,114
51309218395,add,232,78
51309241670,cdd,79,285
51309245061,adb,161,231
51309255351,fea,148,102
51309257294,dcg,137,188
51309271408,afc,90,42
51309279074,edf,270,144
51309285586,bab,227,183
51309290455,cbe,135,30
51309305822,bff,157,227
51309335491,ced,110,151
51309336137,cgg,166,133
51309343960,gcb,234,90
51309347014,abg,290,65
51309358112,efb,260,173
51309374306,bae,198,293
51309389102,bfd,176,45
51309409264,fcf,237,9
51309413810,bbe,117,171
51309413939,ggc,253,294
51309425414,gce,58,231
51309427288,fef,127,291
51309428899,gfg,242,139
51309432952,ddb,250,148
51309446586,ega,103,159
51309447642,dda,278,237
51309450743,cbf,212,243
51309452816,age,162,45
51309458429,aee,49,218
51309490018,efa,152,298
51309492738,cfa,211,42
51309494171,gdf,296,210
51309497314,efc,82,159
51309500450,aea,183,318
51309506846,ege,2,9
51309508391,egd,1,189
51309511366,abe,128,117
51309518539,daa,139,256
51309522337,ece,156,25
51309557874,ebb,147,206
51309562684,afb,181,162
51309581007,ccb,87,299
51309597092,gcd,230,258
51309600891,cbg,235,100
51309652978,agb,23,94
51309683545,gdc,141,145
51309688135,dcd,157,182
51309688162,ggg,69,216
51309694139,bbb,269,291
51309705383,baa,296,104
51309713152,afc,171,43
51309727946,bef,155,185
51309743793,eea,202,37
51309748991,bbg,20,286
51309754134,bcb,53,86
51309767057,ead,257,53
51309777866,agd,214,186
51309785675,gcf,202,176
51309792014,fgb,202,62
51309806876,egf,251,240
51309812153,deg,222,242
51309815010,eaa,282,202
51309817120,deb,210,160
51309820641,eac,107,269
51309832093,bdb,24,342
51309842876,bcd,236,208
51309861298,fff,70,57
51309871359,gbc,40,98
51309881238,ecc,206,265
51309897055,ffd,134,89
51309909698,feb,265,124
51309936059,abf,143,291
51309949616,cff,174,197
51309974516,cde,262,338
51309983230,bgc,125,33
51310017998,fae,221,5
51310025925,geg,200,29
51310077843,cba,111,184
51310093122,dbc,86,249
51310096969,dee,231,231
51310115882,dfg,126,79
51310133299,dee,126,224
51310143707,aef,39,152
51310146662,fda,205,114
51310171200,bea,7,73
51310205944,egc,66,40
51310215052,fdc,194,138
51310236946,fab,3,25
51310242452,ggf,5,225
51310256850,aag,63,314
51310256990,dbf,47,54
51310259815,bfa,228,83
51310271553,gbg,108,192
51310278246,egc,242,46
51310291554,fdf,110,85
51310295475,eed,184,196
51310324935,dgc,237,220
51310382675,cgg,78,146
51310386942,gfd,284,48
51310392024,gdd,245,153
51310409989,agg,41,253
51310449679,gga,186,145
51310467885,aef,230,168
51310471355,fgf,247,52
51310483332,bef,139,149
51310486407,aff,202,64
51310518918,dcb,148,164
51310524156,gaf,37,100
51310528911,cbd,78,236
51310541324,bbf,220,72
51310544053,faf,207,11
51310582517,ecb,37,253
51310689019,bdd,200,208
51310696911,fbg,96,21
51310730124,bga,59,64
51310730312,bdg,153,205
51310742867,cfg,286,207
51310746892,ege,255,10
51310749241,aeg,137,41
51310753371,gac,156,301
51310758763,gba,159,276
51310770048,cdg,95,127
51310785893,dde,276,338
51310797424,fbd,26,31
51310875441,dec,241,277
51310877122,ecg,26,258
51310891027,cfb,281,179
51310910453,gef,189,231
51310913240,bag,43,69
51310914035,ddc,93,105
51310916335,bca,266,199
51310923949,ccf,15,125
51310947745,eag,125,134
51310954915,baf,60,250
51310965464,ace,107,211
51310969925,caf,169,149
51311004504,bfb,10,101
51311020303,eee,48,257
51311023128,agf,113,253
51311027845,edc,138,79
51311046986,dae,112,231
51311061097,def,72,50
51311070143,fbf,65,225
51311078001,fac,22,172
51311105258,bcg,9,68
51311121842,gbf,168,259
51311144132,dfa,160,265
51311144152,fba,201,210
51311171438,cgc,114,56
51311176234,dcf,130,61
51311196525,cce,75,232
51311202425,cdc,221,154
51311212104,ggd,87,127
51311223056,ace,193,200
51311237819,beb,85,115
51311251721,cgf,232,164
51311253125,bba,232,168
51311253374,eea,209,34
51311294016,edg,169,195
51311301530,bac,240,45
51311342827,cbb,299,188
51311354611,bfb,5,81
51311375218,ggd,8,106
51311381374,dfg,113,81
51311401733,ceg,158,278
51311402981,acf,288,215
51311407224,bab,182,170
51311412196,egg,26,62
51311427982,bgb,156,11
51311443570,ccd,162,86
51311447764,cea,166,162
51311457646,edf,30,145
51311463712,fdd,136,55
51311531088,faa,215,105
51311544956,ffa,57,148
51311549251,bee,201,26
51311573845,gbb,176,100
51311605944,dbd,78,292
51311628793,cac,121,149
51311641248,egb,159,135
51311668658,bgf,64,95
51311701067,adf,182,76
51311762726,gfe,284,212
51311775690,aeb,168,64
51311783480,cfd,276,102
51311787009,dgf,50,86
51311820140,aec,165,162
51311830079,cef,251,81
51311842977,bge,56,74
51311881720,dbg,171,279
51311886008,abb,45,46
51311903899,bgf,196,92
51311905202,dce,42,307
51311907495,cdd,106,322
51311910978,cae,9,340
51311912810,ged,224,65
51311917219,gde,80,208
51311924613,ded,164,105
51311942551,bbc,152,84
51311945368,ffc,118,253
51311951750,gfc,146,70
51311968671,gfd,165,48
51312016881,cga,122,169
51312072457,bde,78,177
51312083805,ggb,244,250
51312096109,cgd,278,43
51312113693,ggd,9,91
51312148877,aac,3,204
51312153058,dfg,130,72
51312158379,ceb,92,50
51312173156,fca,191,98
51312197254,aca,185,227
51312232058,aeg,160,44
51312260614,bbd,127,192
51312262942,fce,60,248
51312295771,aaf,178,204
51312296042,deg,192,225
51312327298,abd,206,267
51312341431,cec,183,218
51312351641,gdc,129,140
51312356344,dbd,241,344
51312360634,agf,30,220
51312374084,cce,209,250
51312398673,bec,231,125
51312419755,eaf,251,209
51312420124,ccg,164,32
51312423236,dae,272,263
51312427570,agf,203,176
51312427787,abd,172,240
51312429939,ffc,132,255
51312438791,gbd,175,179
51312453714,acc,200,159
51312465018,aad,129,156
51312488530,gda,226,32
51312497303,bfg,292,178
51312507445,adf,52,70
51312510094,dfb,77,211
51312515932,deg,8,184
51312540355,gfc,235,70
51312546084,efa,191,265
51312549545,afe,225,14
51312556350,bbb,270,288
51312592421,fgc,148,111
51312594999,eab,209,99
51312614977,dba,185,272
51312624413,gdd,10,140
51312628505,geb,270,29
51312629641,fdg,133,234
51312677616,gae,138,188
51312680679,caa,84,90
51312700314,agb,269,79
51312725964,cgb,221,22
51312733533,fgg,261,104
51312763738,cff,111,195
51312806986,bfe,188,43
51312840162,gdb,285,146
51312841548,agc,296,31
51312857040,cbg,40,100
51312860319,aac,65,175
51312863016,aed,74,332
51312878786,bgd,62,306
51312879361,bce,169,222
51312884254,abc,299,20
51312898271,dcg,245,154
51312941110,cfe,112,195
51312946272,ddf,134,56
51312951892,ade,70,6
51312953687,cgd,220,37
51312960367,cfa,192,42
51312980471,ebe,78,84
51312991136,gef,116,228
51313031109,ffb,143,94
51313044817,geg,45,32
51313065465,eae,297,259
51313107888,cee,48,44
51313109726,bab,229,200
51313135753,cfg,154,213
51313145239,fea,240,96
51313169737,gaa,283,30
51313178026,gdb,115,122
51313203836,aae,180,321
51313212414,ffb,41,97
51313213679,bcg,121,60
51313270583,acb,23,239
51313275634,bff,57,202
51313294129,cea,105,134
51313323706,fge,234,198
51313333253,afa,289,102
51313350859,dgb,197,48
51313357758,fcf,276,7
51313374479,gec,1,48
51313376090,dbb,100,151
51313410862,gff,28,114
51313412421,gce,201,219
51313417959,ffd,291,72
51313422478,dea,107,177
51313433832,baf,261,217
51313455717,fbc,246,341
51313461407,bfc,220,59
51313505568,fcc,235,5
51313542127,fga,107,281
51313542551,gcb,288,83
51313544699,aeg,238,41
51313585123,fbb,69,113
51313600249,cfd,128,84
51313601976,fff,5,55
51313620239,dad,207,265
51313622860,ede,261,66
51313635186,dae,100,244
51313636464,bdg,233,231
51313669143,cbf,266,225
51313672636,acc,81,178
51313676241,ccc,176,182
51313689810,gad,19,82
51313709634,eab,30,98
51313710359,fef,288,273
51313721524,cbc,129,293
51313740407,ffa,283,137
51313741334,eaa,186,216
51313758670,bdg,108,237
51313772645,gbg,281,176
51313773299,dag,158,74
51313780332,cad,72,63
51313790364,dff,211,239
51313817036,dfa,147,230
51313817756,cab,231,118
51313841638,gge,126,229
51313910743,cfc,32,235
51313921885,gea,188,42
51313921890,fac,177,202
51313926884,aab,226,107
51313943107,aee,71,211
51313944067,afd,98,239
51313980191,ffe,169,54
51314002294,dae,87,200
51314011046,bdc,258,73
51314022788,gdf,247,233
51314045227,cca,146,229
51314054027,gga,165,139
51314062279,daf,72,106
51314062796,abc,5,22
51314079871,aga,80,205
51314098752,efg,91,182
51314101924,adc,186,31
51314126199,cea,241,156
51314141331,ecf,89,189
51314148079,cag,248,221
51314165789,aed,208,302
51314170782,deb,29,155
51314187705,gbe,41,124
51314261393,dga,234,5
51314265587,cde,16,283
51314277845,ebc,188,5
51314302077,fge,238,166
51314302702,dfd,294,101
51314303308,egc,13,39
51314330058,bgg,159,33
51314332153,ead,158,52
51314337885,beg,74,181
51314350900,ddg,21,254
51314369287,ggf,186,184
51314384431,efd,284,64
51314389890,gee,114,240
51314393192,abf,44,270
51314426894,def,188,47
51314434772,cff,289,216
51314439675,fbe,62,110
51314445218,fec,182,278
51314446082,gfb,116,205
51314450230,fee,171,153
51314456337,feg,267,87
51314460940,bef,297,157
51314464828,bae,91,272
51314518038,dbc,155,241
51314525256,fda,126,116
51314561955,ggd,129,107
51314577713,bfg,168,199
51314590272,cgc,35,56
51314626996,dca,61,189
51314642989,fdb,237,231
51314647325,aca,181,245
51314681916,fdc,132,118
51314689070,daf,133,92
51314697174,dgg,54,192
51314714774,fcg,216,242
51314748979,baf,268,193
51314785162,fag,61,130
51314791528,gcd,250,232
51314807907,dgf,182,77
51314809956,bdf,59,274
51314820483,ebf,247,50
51314828608,ffc,276,260
51314837135,dfb,97,200
51314850590,bcc,11,38
51314860538,ebg,25,72
51314884704,bbe,285,143
51314887912,dgg,68,178
51314908110,cdb,264,269
51314910052,gaf,130,101
51314920576,bcb,270,70
51314927971,fba,7,191
51314949474,bad,288,126
51314970181,dac,79,64
51314977289,ffa,254,152
51314991315,fcc,54,5
51315009628,gfg,94,152
51315023185,aca,244,198
51315040247,eee,242,223
51315041157,ece,297,22
51315053598,bfe,267,39
51315053741,dee,252,185
51315067598,bda,80,191
51315118061,dfe,58,94
51315122741,dgd,67,276
51315130470,bcf,145,278
51315147485,gfd,25,41
51315157214,fed,59,57
51315169620,ecb,26,215
51315213295,eca,284,72
51315225455,dfb,18,206
51315273759,dcc,177,141
51315283140,acd,284,59
51315302246,ceg,148,300
51315302385,cgf,283,180
51315303152,egd,173,177
51315328778,fcf,235,7
51315335607,edf,208,145
51315358838,gca,89,147
51315390517,eeb,152,181
51315399399,agd,232,178
51315408860,dcb,56,136
51315411357,aba,294,156
51315435897,aaa,45,14
51315436973,ceb,218,59
51315442744,cga,34,177
51315450477,fbc,219,381
51315470284,ebe,64,94
51315470530,beb,26,117
51315484991,cdf,219,151
51315496827,bbc,226,74
51315504207,cfe,209,202
51315526124,ddb,82,133
51315527788,ebd,77,100
51315536425,dfc,94,197
51315545713,gdb,297,139
51315549150,cag,260,201
51315589661,ecb,180,225
51315600081,gdc,293,166
51315634674,gdg,245,68
51315644838,fga,211,331
51315676596,ecd,170,225
51315692888,eef,102,7
51315697239,ged,263,63
51315699376,ggc,185,314
51315704537,bcf,4,280
51315708109,ced,111,146
51315716588,ddf,207,62
51315719271,efe,111,311
51315741577,bcc,195,40
51315764200,afg,174,87
51315819370,aeb,4,51
51315823058,agb,208,73
51315866721,edc,29,76
51315875601,fgd,136,105
51315903316,bgb,99,11
51315907880,ccb,210,269
51315940482,caf,8,134
51315959661,acg,226,149
51315968574,aac,75,166
51315971947,ade,265,5
51315983557,fad,278,106
51316086135,dfg,227,62
51316087129,dae,58,172
51316108856,edb,58,301
51316126049,gdd,248,127
51316128950,cgb,149,22
51316215683,dbd,206,399
51316220775,dbe,65,234
51316221232,cea,230,157
51316254990,edd,27,44
51316258332,efa,212,283
51316274785,egc,140,36
51316279666,dcd,27,192
51316296359,cac,18,138
51316319930,afb,153,192
51316333233,fag,2,141
51316361916,cge,287,132
51316376881,egd,203,184
51316411019,cdd,9,273
51316426998,ddc,118,86
51316427306,gfa,201,189
51316428775,bac,252,49
51316440042,gde,27,239
51316444402,fcb,210,44
51316481178,gcc,42,28
51316518933,fga,147,274
51316525920,dgf,204,66
51316527833,abf,127,307
51316535263,bgc,58,26
51316537802,aag,276,276
51316549496,aab,88,101
51316575640,cdd,88,300
51316639046,cef,90,86
51316658628,dgf,288,60
51316664208,dab,135,18
51316675722,fgb,34,50
51316699761,dcc,265,157
51316702068,bbb,245,311
51316730422,ada,194,6
51316733060,dae,60,166
51316760407,eae,97,290
51316771673,egc,255,30
51316776141,abg,38,56
51316779188,daa,107,271
51316792312,ebb,277,214
51316845181,adb,177,267
51316852601,dbb,273,149
51316866442,fdc,147,121
51316883520,egd,80,195
51316927284,fde,237,323
51316938159,bce,47,222
51316964834,ace,31,214
51316988703,ffd,297,84
51317003688,bfa,160,75
51317015886,cad,181,72
51317026412,cae,64,401
51317053534,cff,143,239
51317063486,bda,187,169
51317066715,dea,148,185
51317075004,ddb,61,117
51317078028,efc,246,147
51317110837,cab,195,96
51317124623,gef,197,184
51317146912,eac,36,239
51317155259,eda,126,186
51317158451,gba,156,284
51317179961,cfe,64,226
51317185937,eaa,173,226
51317193782,bbg,27,283
51317226777,cdg,232,143
51317235168,fcf,35,6
51317240537,cdg,150,132
51317255217,cfd,75,75
51317269320,bfc,270,50
51317301227,eea,75,32
51317311898,bge,37,85
51317340108,eeg,281,263
51317356161,dfd,276,105
51317378692,age,36,42
51317397520,agc,273,26
51317406811,dgc,145,242
51317411788,ddd,226,218
51317412132,fac,6,220
51317456442,deb,110,148
51317458640,cba,65,202
51317478097,cef,38,85
51317555461,ace,83,224
51317559088,eaa,84,187
51317565961,gab,30,13
51317586164,abe,194,112
51317601894,fdf,85,92
51317620618,fae,51,5
51317621713,dfe,30,95
51317645724,bed,187,165
51317658450,fgc,45,93
51317660170,cde,67,305
51317680695,gdd,66,124
51317681802,fcd,143,167
51317687599,eca,115,84
51317688388,eec,119,254
51317698749,fgc,196,84
51317725437,aga,78,241
51317731906,cbg,58,97
51317736663,fge,21,187
51317755226,dba,184,282
51317766087,gdd,224,140
51317782115,ged,216,57
51317784429,agd,87,183
51317818432,gcc,92,28
51317825089,egf,226,256
51317834813,fca,106,99
51317884266,gcb,38,78
51317886948,ecc,185,238
51317888917,bbc,276,75
51317916337,gag,162,165
51317936070,ecc,229,261
51317961315,cfa,275,42
51317975823,gbc,60,110
51317984414,aaa,97,13
51317993909,ffg,270,215
51317996407,eag,64,113
51318008452,cec,110,244
51318010492,baa,175,108
51318012449,dab,78,21
51318020899,bdd,97,212
51318028653,dca,271,224
51318030914,dcf,167,59
51318041306,cda,67,118
51318055410,aab,222,81
51318060592,bab,246,218
51318068945,efb,215,150
51318073900,bde,108,159
51318080260,ddd,32,255
51318116413,dge,248,113
51318117460,edb,26,346
51318121627,aaa,196,13
51318131589,cgf,152,154
51318141633,ebe,199,109
51318162340,ccg,40,31
51318166443,gcf,281,160
51318187709,gad,148,95
51318202161,cbe,217,26
51318221341,eee,61,236
51318247756,dbg,49,234
51318249818,gcg,18,172
51318258553,bae,137,277
51318281989,gdb,194,162
51318283417,cbd,170,273
51318298948,add,47,70
51318331821,bgd,284,324
51318343484,dda,44,232
51318386853,fbg,113,19
51318394105,cbd,118,294
51318422057,aec,230,173
51318444148,fab,66,20
51318445269,aed,56,253
51318446708,adg,267,281
51318485658,bbg,187,288
51318494704,age,254,47
51318520529,gbf,31,261
51318526654,fef,166,256
51318542540,cgb,241,21
51318544127,fcc,19,5
51318556926,cda,55,114
51318567199,abe,42,125
51318568565,dge,136,94
